Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10,CIK
EMP,"Entergy Mississippi, Inc.",24.17,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/emp,NA,NA
ENJ,"Entergy New Orleans, LLC",23.8499,0,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/enj,NA,71508
ENO,"Entergy New Orleans, LLC",25.0729,0,n/a,2016,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/eno,NA,1116547
EZT,Entergy Texas Inc,25.78,0,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ezt,NA,1427437
EPD,Enterprise Products Partners L.P.,26.41,57074292114.51,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd,NA,1061219
EVC,Entravision Communications Corporation,6.8,612032939.2,n/a,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/evc,NA,1109116
ENV,"Envestnet, Inc",56,2481124296,n/a,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/env,NA,1337619
EVHC,Envision Healthcare Corporation,37.7,4561168656.2,n/a,2016,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/evhc,NA,1678531
EVA,"Enviva Partners, LP",27.7,728994833.1,n/a,2015,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/eva,NA,1592057
ENZ,"Enzo Biochem, Inc.",6.89,323318217.69,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/enz,NA,316253
EOG,"EOG Resources, Inc.",107.64,62239517917.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog,NA,821189
EPE,EP Energy Corporation,1.76,449901328.8,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epe,NA,1584952
EPAM,"EPAM Systems, Inc.",114.95,6070806760.7,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/epam,NA,1352010
EPR,EPR Properties,57.54,4238839400.46,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/epr,NA,1045450
EPR^C,EPR Properties,24.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^c,NA,NA
EPR^E,EPR Properties,35.2261,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^e,NA,NA
EPR^G,EPR Properties,23.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^g,NA,NA
EQT,EQT Corporation,52.55,13938519650,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eqt,NA,33213
EQGP,"EQT GP Holdings, LP",25.21,6710019650,n/a,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/eqgp,NA,1632933
EQM,"EQT Midstream Partners, LP",66.95,5394948698.1,n/a,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/eqm,NA,1540947
EFX,"Equifax, Inc.",117.46,14104523504.96,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/efx,NA,33185
EQC,Equity Commonwealth,29.62,3675529301.66,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqc,NA,803649
EQC^D,Equity Commonwealth,25.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqc^d,NA,NA
EQCO.CL,Equity Commonwealth,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqco.cl,NA,NA
ELS,"Equity Lifestyle Properties, Inc.",85.5,7574031180,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/els,NA,895417
EQR,Equity Residential,57.97,21334008213.54,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqr,NA,906107
EQS,"Equus Total Return, Inc.",2.38,32173187.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqs,NA,878932
ERA,"Era Group, Inc.",9.88,210727091.64,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/era,NA,1525221
EROS,Eros International PLC,12.7,777736252.5,n/a,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/eros,NA,1532981
ESE,ESCO Technologies Inc.,62.2,1607550665.2,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ese,NA,866706
ESNT,Essent Group Ltd.,47.23,4649042826.38,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esnt,NA,1448893
ESS,"Essex Property Trust, Inc.",229.67,15166724450.43,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ess,NA,920522
EL,"Estee Lauder Companies, Inc. (The)",141.04,51871294031.36,n/a,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/el,NA,1001250
ESL,Esterline Technologies Corporation,75.45,2242505207.55,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esl,NA,33619
ETH,Ethan Allen Interiors Inc.,25.25,693641790.5,n/a,1993,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/eth,NA,896156
EURN,Euronav NV,8.35,1320690558.9,n/a,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/eurn,NA,1604481
EEA,"European Equity Fund, Inc. (The)",10.1,81532250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eea,NA,NA
EVR,Evercore Inc.,96.6,3730452238.8,n/a,2006,Finance,Investment Managers,https://www.nasdaq.com/symbol/evr,NA,1360901
RE,"Everest Re Group, Ltd.",243.26,9933765360,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/re,NA,1095073
EVRI,Everi Holdings Inc.,7.1,478305550.9,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/evri,NA,1318568
ES,Eversource Energy,59.12,18734288968.96,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/es,NA,72741
EVTC,"Evertec, Inc.",15.9,1151002637.7,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/evtc,NA,1559865
EVH,"Evolent Health, Inc",14.25,1102056810,n/a,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/evh,NA,1628908
AQUA,Evoqua Water Technologies Corp.,22.74,2575634570.82,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aqua,NA,1604643
EXC,Exelon Corporation,37.78,36458810694.22,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/exc,NA,1109357
EXPR,"Express, Inc.",7.11,557139002.76,n/a,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/expr,NA,1483510
STAY,"Extended Stay America, Inc.",19.6,3768961086.8,n/a,2013,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay,NA,1581164
EXTN,Exterran Corporation,27.55,985964634.5,n/a,2015,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/extn,NA,1635881
EXR,Extra Space Storage Inc,82.2,10357841406.6,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/exr,NA,1289490
XOM,Exxon Mobil Corporation,76.54,32445306e4,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/xom,NA,34088
FNB,F.N.B. Corporation,14.51,4691229638.06,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnb,NA,37808
FNB^E,F.N.B. Corporation,28.08,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnb^e,NA,NA
FN,Fabrinet,29.14,1087180267.82,n/a,2010,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/fn,NA,1408710
FDS,FactSet Research Systems Inc.,202.18,7889847856.22,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds,NA,1013237
FICO,Fair Isaac Corporation,166.48,5006567190.8,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fico,NA,814547
FMSA,Fairmount Santrol Holdings Inc.,5.21,1167521289.38,n/a,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/fmsa,NA,1010858
SFUN,Fang Holdings Limited,5.02,2223481065.3,n/a,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun,NA,1294404
FPI,Farmland Partners Inc.,7.46,241236295.3,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fpi,NA,1591670
FPI^B,Farmland Partners Inc.,25.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpi^b,NA,NA
FBK,FB Financial Corporation,41.5,1267223955.5,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fbk,NA,1649749
FFG,"FBL Financial Group, Inc.",70.7,1762588188.2,n/a,1996,Finance,Life Insurance,https://www.nasdaq.com/symbol/ffg,NA,1012771
FCB,"FCB Financial Holdings, Inc.",55.55,2474795829,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/fcb,NA,1476651
AGM,Federal Agricultural Mortgage Corporation,81.58,866220029.52,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/agm,NA,845877
AGM.A,Federal Agricultural Mortgage Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm.a,NA,NA
AGM^A,Federal Agricultural Mortgage Corporation,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^a,NA,NA
AGM^B,Federal Agricultural Mortgage Corporation,26.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^b,NA,NA
AGM^C,Federal Agricultural Mortgage Corporation,26.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^c,NA,NA
FRT,Federal Realty Investment Trust,114.45,8376907490.7,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/frt,NA,34903
FRT^C,Federal Realty Investment Trust,22.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frt^c,NA,NA
FSS,Federal Signal Corporation,19.4,1163686360.2,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fss,NA,277509
FII,"Federated Investors, Inc.",33.69,3399411626.1,n/a,1998,Finance,Investment Managers,https://www.nasdaq.com/symbol/fii,NA,1056288
FMN,Federated Premier Municipal Income Fund,13.44,154513739.52,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/fmn,NA,NA
FDX,FedEx Corporation,244.19,65415967040.37,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/fdx,NA,1048911
RACE,Ferrari N.V.,129.71,31836786781.03,n/a,2015,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/race,NA,1648416
FGP,"Ferrellgas Partners, L.P.",4.05,393468293.25,n/a,1994,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fgp,NA,922358
FOE,Ferro Corporation,21.7,1819703171.3,n/a,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/foe,NA,35214
FG,FGL Holdings,9.67,2072957900,n/a,2017,Finance,Life Insurance,https://www.nasdaq.com/symbol/fg,NA,1668428
FG.WS,FGL Holdings,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fg.ws,NA,NA
FCAU,Fiat Chrysler Automobiles N.V.,22.39,43576223077.23,n/a,2014,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fcau,NA,1605484
FBR,Fibria Celulose S.A.,17.84,9868731628.16,n/a,1997,Basic Industries,Paper,https://www.nasdaq.com/symbol/fbr,NA,1110649
FNF,"Fidelity National Financial, Inc.",39.08,13231122349.4,n/a,2014,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fnf,NA,1331875
FIS,"Fidelity National Information Services, Inc.",97.82,32659021658.82,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fis,NA,1136893
FMO,Fiduciary/Claymore MLP Opportunity Fund,12.92,456849158.64,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/fmo,NA,NA
FAC,First Acceptance Corporation,1.03,42435849.62,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fac,NA,1017907
FAF,First American Corporation (The),56.88,6303291379.92,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/faf,NA,1472787
FBP,First BanCorp.,6.23,1347412189.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbp,NA,1057706
FCFS,"First Cash, Inc.",72.15,3404519467.05,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,NA,840489
FCF,First Commonwealth Financial Corporation,14.44,1407271542.32,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcf,NA,712537
FDC,First Data Corporation,15.66,12861814886.64,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fdc,NA,883980
FHN,First Horizon National Corporation,19.39,6335411040,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fhn,NA,36966
FHN^A,First Horizon National Corporation,25.07,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhn^a,NA,NA
FR,"First Industrial Realty Trust, Inc.",28.96,3470768859.36,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fr,NA,921825
AG,First Majestic Silver Corp.,5.78,959197670.12,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ag,NA,1308648
FRC,FIRST REPUBLIC BANK,95.52,15336719760.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc,NA,1132979
FRC^D,FIRST REPUBLIC BANK,24.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^d,NA,NA
FRC^E,FIRST REPUBLIC BANK,26.29,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^e,NA,NA
FRC^F,FIRST REPUBLIC BANK,25.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^f,NA,NA
FRC^G,FIRST REPUBLIC BANK,24.52,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^g,NA,NA
FRC^H,FIRST REPUBLIC BANK,23.9012,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^h,NA,NA
FFA,First Trust,15.55,310582700.2,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ffa,NA,NA
FMY,First Trust,13.81,58183118.15,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/fmy,NA,NA
FDEU,First Trust Dynamic Europe Equity Income Fund,18.88,325338423.04,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/fdeu,NA,NA
FIF,First Trust Energy Infrastructure Fund,17.07,299582528.52,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fif,NA,854711
FSD,First Trust High Income Long Short Fund,16.22,485742886.54,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/fsd,NA,NA
FPF,First Trust Intermediate Duration Preferred & Income Fund,23.2,1409771130.4,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/fpf,NA,NA
FEI,First Trust MLP and Energy Income Fund,14.53,662898586.56,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/fei,NA,NA
FPL,First Trust New Opportunities MLP & Energy Fund,11.87,289770570.57,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/fpl,NA,NA
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.31,333558149.33,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/fiv,NA,NA
FCT,First Trust Senior Floating Rate Income Fund II,12.91,344658037.62,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/fct,NA,NA
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.14,88052247.98,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/fgb,NA,NA
FHY,First Trust Strategic High Income Fund II,12.28,85594375.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhy,NA,NA
FEO,First Trust/Aberdeen Emerging Opportunity Fund,16.71,86341238.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feo,NA,NA
FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.46,148410862.02,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/fam,NA,NA
FE,FirstEnergy Corporation,33.03,14693659839.09,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fe,NA,1031296
FIT,"Fitbit, Inc.",5.47,1295185566.17,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/fit,NA,1447599
OAKS,Five Oaks Investment Corp.,3.31,73295838.98,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/oaks,NA,1547546
OAKS^A,Five Oaks Investment Corp.,25.11,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oaks^a,NA,NA
FPH,"Five Point Holdings, LLC",13.74,856541830.86,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/fph,NA,1574197
FBC,"Flagstar Bancorp, Inc.",35.68,2045221415.04,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fbc,NA,1033012
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,24.63,471948951.87,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/dfp,NA,859139
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,14.03,156896030.88,n/a,1991,n/a,n/a,https://www.nasdaq.com/symbol/pfd,NA,NA
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.16,139705143.12,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/pfo,NA,NA
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,19.34,855845960.9,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ffc,NA,NA
FLC,Flaherty & Crumrine Total Return Fund Inc,20.17,200854957.68,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/flc,NA,NA
FLT,"FleetCor Technologies, Inc.",198.6,17835070825.2,n/a,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/flt,NA,1175454
FND,"Floor & Decor Holdings, Inc.",45.38,4296812969.22,n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fnd,NA,1507079
FTK,"Flotek Industries, Inc.",5.53,314246779.07,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ftk,NA,928054
FLO,"Flowers Foods, Inc.",21.35,4475167756.85,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/flo,NA,1128928
FLS,Flowserve Corporation,44.05,5754472498.85,n/a,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/fls,NA,30625
FLR,Fluor Corporation,57.63,8061011464.32,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/flr,NA,1124198
FLY,Fly Leasing Limited,12.72,365037351.6,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/fly,NA,1407298
FMC,FMC Corporation,83.35,11190719529.7,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/fmc,NA,37785
FMX,Fomento Economico Mexicano S.A.B. de C.V.,92.62,33141531712.74,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fmx,NA,1061736
FL,"Foot Locker, Inc.",49.17,5959678811.13,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/fl,NA,850209
F,Ford Motor Company,10.61,42157261070.16,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/f,NA,37996
FELP,Foresight Energy LP,3.91,557562793.8,n/a,2014,Energy,Coal Mining,https://www.nasdaq.com/symbol/felp,NA,1540729
FCE.A,"Forest City Realty Trust, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fce.a,NA,NA
FOR,Forestar Group Inc,25.2,1056861187.2,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/for,NA,1406587
FTS,Fortis Inc.,33.53,14121102867.83,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fts,NA,1058084
FTV,Fortive Corporation,75.65,2631107e4,n/a,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ftv,NA,1659166
FTAI,Fortress Transportation and Infrastructure Investors LLC,17.02,1408902528.64,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ftai,NA,1590364
FSM,Fortuna Silver Mines Inc.,4.6,734330121.8,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fsm,NA,37914
FBHS,"Fortune Brands Home & Security, Inc.",63.82,9687925332.86,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/fbhs,NA,1519751
FET,"Forum Energy Technologies, Inc.",12,1297159464,n/a,2012,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fet,NA,1401257
FBM,"Foundation Building Materials, Inc.",14.06,602687622.42,n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fbm,NA,1688941
FCPT,"Four Corners Property Trust, Inc.",22.34,1367120583.58,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fcpt,NA,1650132
FEDU,Four Seasons Education (Cayman) Inc.,7.9,379620137.8,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/fedu,NA,1709810
FNV,Franco-Nevada Corporation,73.67,13697487484.77,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fnv,NA,1456346
FC,Franklin Covey Company,25.95,359622599.55,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/fc,NA,886206
FSB,"Franklin Financial Network, Inc.",32.6,431530372.8,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/fsb,NA,1407067
BEN,"Franklin Resources, Inc.",39.1,21571608765.9,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ben,NA,38777
FT,Franklin Universal Trust,6.86,172404792.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ft,NA,833040
FI,Frank&#39;s International N.V.,6.11,1363185358.6,n/a,2013,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/fi,NA,1575828
FCX,"Freeport-McMoran, Inc.",18.73,27113373211.64,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fcx,NA,831259
FMS,Fresenius Medical Care Corporation,54.61,33542668771.78,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fms,NA,1019600
FDP,"Fresh Del Monte Produce, Inc.",46.56,2315750576.16,n/a,1997,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/fdp,NA,1047340
FRO,Frontline Ltd.,3.99,677539202.76,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/fro,NA,913290
FSIC,FS Investment Corporation,7.5,1842940620,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/fsic,NA,1422183
FCN,"FTI Consulting, Inc.",42.96,1630617598.08,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/fcn,NA,887936
FTSI,"FTS International, Inc.",19.39,2062118045.96,n/a,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ftsi,NA,1529463
FF,FutureFuel Corp.,12.84,561643042.8,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ff,NA,1337298
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.77,81238715,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv,NA,NA
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.235,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv^b,NA,NA
GDV,Gabelli Dividend,23.21,1913256607.46,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/gdv,NA,NA
GDV^A,Gabelli Dividend,25.5345,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^a,NA,NA
GDV^D,Gabelli Dividend,26.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^d,NA,NA
